title,positionInfo,model,area,direction,zhuangxiu,floor,create_time,floor_type,totalPrice,unitPrice
房东诚心出售  楼层好  总价低  采光好,佳丽苑,,,,,,,,115,"16,799"
纯毛坯 大面积 中间楼层 东边套,水乡华庭,,,,,,,,270,"18,051"
隋塘合院 刚交房 环境优美 高 档小区 三面环水 毛坯房,随塘,,,,,,,,550,"35,668"
一居室户型，总价不高，给您在杭州安一个家。,康庭和苑,,,,,,,,96,"18,059"
房东诚心出售，精装修，南北通风局好，视野开阔采光好,雍澜府,,,,,,,,245,"22,193"
塘栖古镇旅游景区旁，运河一线景观房，环境优美,西小河小区,,,,,,,,170,"16,546"
水乡人家 户型好 楼层佳 楼梯房得房率高,水乡人家,,,,,,,,156,"16,705"
看房方便，房东诚心出售，随时可签。,欣北钱江国际广场,,,,,,,,58,"10,729"
西小河小区房两厅，位置不沿马路，铃包入住。,西小河小区,,,,,,,,120,"15,106"
九龙仓大品牌 绿城物业管理 满五年 靠河边 视野好,九龙仓君廷,,,,,,,,185,"21,302"
上下二层 复式结构 纯毛坯 改造性强！视野宽阔！,水乡华庭,,,,,,,,299,"17,723"
水乡华庭 两房 总价低 户型正 交通便利 古镇边上,水乡华庭,,,,,,,,170,"20,152"
中间楼层 双阳台三房户型 诚心卖看房有钥匙,春风江南府,,,,,,,,175,"20,430"
房子全新装修，小三房，拎包入住。,众孚水榭花都,,,,,,,,175,"22,027"
层高5.8米，诚心出售.，楼层好 诚心卖 燃气做饭燃,美致生活广场,,,,,,,,72,"22,326"
满五年住宅 房东诚心出售 简单装修 南北通 电梯房,景丽华庭,,,,,,,,162,"17,529"
此房满5年，采光好 很通透，东边套,广济公寓,,,,,,,,132,"18,098"
：层高4.98米，诚心出售.，楼层好 诚心卖 燃气做饭,美致生活广场,,,,,,,,65,"20,275"
50年产权 ，精装修，直接拎包入住。,万盛商贸城公寓,,,,,,,,56,"14,463"
塘栖小区近三小 采光好 户型方正 房东诚售 满五唯一,塘栖一小区,,,,,,,,102,"16,240"
此房满五年唯一 三开间朝南 全明户型 配套设施齐全,贝利栖溪望府,,,,,,,,176,"19,787"
精装复式，税费少采光好有钥匙，看房方便有阳台通燃气,美致生活广场,,,,,,,,100,"18,454"
层高4.98米，诚心出售.，楼层好 诚心卖 燃气可做饭,美致生活广场,,,,,,,,70,"21,706"
九龙仓君廷 3室2厅 南,九龙仓君廷,,,,,,,,170,"19,496"
精装修，很少入住，楼层棒，房东诚心，有钥匙随时看。,康庭和苑,,,,,,,,120,"22,758"
总建筑面大，酒店、办公、社交和居住等于一体的,欣北钱江国际广场,,,,,,,,31,"9,197"
此房满五年 三开间朝南 全明户型  客厅带阳台,贝利栖溪望府,,,,,,,,170,"19,091"
乐苑小区精装修 有钥匙拎包入住,乐苑小区,,,,,,,,110,"17,966"
精装两房，有双阳台，基础设施齐全，房东诚心出售,野风启城,,,,,,,,162,"21,781"
满五唯一 电梯房中间楼层  税少,景丽华庭,,,,,,,,175,"18,621"
层高4.98米，诚心出售.，楼层好 诚心卖 燃气做饭燃,美致生活广场,,,,,,,,63,"19,535"
水岸名筑 精装修 大三房 东边套 采光足 南北通透格局,水岸名筑,,,,,,,,220,"16,434"
次新房，高楼层视野好，阳光充足，有装修，户型正气,九龙仓君廷,,,,,,,,188,"22,071"
精装修满五年 中间楼层 边套视野好 房东诚心卖,九龙仓君廷,,,,,,,,190,"21,762"
康庭和苑 位置好 交通便利 采光足 配套成熟 户型好,康庭和苑,,,,,,,,188,"15,539"
此房满五税少     地理位置好     楼层高视野好,西小河小区,,,,,,,,143,"16,328"
品质小区   户型正气   三开间朝南,贝利栖溪公馆,,,,,,,,195,"21,514"
塘栖古镇景区里，全明客厅带阳台朝南，精装修满五,皮匠弄,,,,,,,,150,"16,877"
塘栖古镇旅游景区旁，环境优美.,西小河小区,,,,,,,,110,"16,362"
品质小区 精装修 有车位 诚心出售,贝利栖溪望府,,,,,,,,185,"19,964"
采光好视野开阔，全明户型 看房方便 房东诚售,西小河小区,,,,,,,,95,"15,348"
品质开发商，绿城物业，次新房，高层东边套，奥特莱斯,九龙仓君廷,,,,,,,,240,"18,451"
此房满五唯一，离古镇就200米。,西小河街353号,,,,,,,,95,"16,298"
野风启程精装修的带电梯的小洋房,野风启城,,,,,,,,280,"19,826"
买的不是房，买的是幸福，真的很温馨,野风启城,,,,,,,,340,"19,968"
塘栖镇中间位置沿河景观房，户型方正全明，中间楼层,塘栖嘉园,,,,,,,,235,"14,780"
东小河公寓  大平层 采光好 户型正气 适合二三胎家庭,东小河公寓,,,,,,,,223,"14,980"
满五年，三开间朝南。大阳台，房东诚心出售,东小河公寓,,,,,,,,198,"14,536"
32.25方。2房2厅2卫1阳台，精装修，房东诚心出售！,美致生活广场,,,,,,,,65,"20,156"
房子满五年 中高楼层 视野好 房东诚心卖,九龙仓君廷,,,,,,,,193,"22,658"
房子可以开饭店 美容店 框架结构可以随心装,西小河小区,,,,,,,,350,"13,722"
九龙仓排屋，上下两层，看房方便，房东诚心,九龙仓君廷,4室2厅,262.98平米,南,毛坯,上叠(共4层),板楼,叠拼别墅,480,"18,253"
精装两房 带大出库 户型方正 采光好,塘栖一小区,,,,,,,,120,"18,663"
叠排品质，带地下室带花园，看房方便，房东诚心卖。,九龙仓君廷,4室2厅,227.88平米,南,毛坯,上叠(共4层),板楼,叠拼别墅,480,"21,064"
此房满五，精装修，拎包入住，低楼层，房东诚意出售,景丽华庭,,,,,,,,202,"15,905"
野风启城 4室1厅 南,野风启城,,,,,,,,200,"23,813"
50年产权的酒店式公寓 ，精装修，拎包入住。,万盛商贸城公寓,,,,,,,,60,"14,205"
精装修  边套房  自住保养好  三房两卫,众孚水榭花都,,,,,,,,243,"17,995"
三房朝南户型     采光好    楼层好  格局舒适,人民路1号,,,,,,,,200,"18,334"
满五唯一，中间楼层西边套，经典三开间朝南,原舍花苑,,,,,,,,280,"20,949"
精装3房 维护很好 拎包入住 宽敞明亮,原舍花苑,,,,,,,,320,"19,969"
此房满五年，户型南北通，四房户型，采光好，景色佳,野风启城,,,,,,,,199,"23,210"
天府家园 hao华装修没住人 诚心卖 采光好,天府家园,,,,,,,,330,"23,936"
塘栖古镇上，满五年，实用面积176方，诚心出售,皮匠弄,,,,,,,,210,"23,464"
越层有阁楼三室两厅两卫，有车库另算,乐苑小区,,,,,,,,240,"17,707"
小面积大3房，出行便利    含有7平方储藏室,塘栖一小区,,,,,,,,150,"16,686"
房东诚心出售    装修还可以的,塘南茗苑,,,,,,,,225,"18,824"
贝利公馆精装修 中间楼层 采光无遮挡 诚心出售,贝利栖溪公馆,,,,,,,,220,"23,018"
水乡名苑新出来的满五年的房子介绍,水乡名苑,,,,,,,,248,"16,442"
自住全新精装修 三房两卫南北通风格局好 带小花园,金石华城,,,,,,,,270,"19,962"
栖溪望府业主诚心出售，精装修 看房方便,贝利栖溪望府,,,,,,,,185,"19,964"
绿城物业，精装满5年，小区品质好，南北通透,九龙仓君廷,,,,,,,,193,"22,658"
满五年 南北通透 双阳台 非顶楼 采光充足！,西小河小区,,,,,,,,142,"14,215"
二开间朝南 南北通透 中间楼层 前无遮挡 视野开阔,运动新村,,,,,,,,180,"14,803"
此房满二年 中间好楼层 边套户型 景区步行街旁,广济公寓,,,,,,,,189,"16,444"
楼幢位置佳，房间带同面积地下室，前后皆有花园,野风启城,,,,,,,,380,"22,849"
野风一期大洋房，采光视野好  小区中间位置,野风启城,,,,,,,,290,"17,132"
三房两卫 中间楼层 采光充足 格局好,栖水珑庭,,,,,,,,270,"20,641"
得房高 格局好 采光充足 商水民电 带天然气,美致生活广场,,,,,,,,93,"18,945"
通燃气，美致生活广场上下两层，毛坯房，从未入住过,美致生活广场,,,,,,,,98,"18,085"
塘栖古镇 大三房有车库  采光好   车库另算,众孚水榭花都,,,,,,,,227,"17,166"
满五唯一，得房率高，自住装修，诚意出售看房方便！,野风启城,,,,,,,,182,"20,966"
精装 精装 精装 三房户型 中间楼层,东小河公寓,,,,,,,,180,"17,505"
"此房満五, 采光好 古镇边 带阁楼",东小河公寓,,,,,,,,215,"17,032"
房东诚心出售，看房方便，房是东边套户型,春风江南府,,,,,,,,245,"22,094"
塘栖古镇，三小旁边简装修刚需3房可拎包入住满五年,塘栖一小区,,,,,,,,126,"17,356"
精装3房两卫 自住装修 房东维护很好  采光好,原舍花苑,,,,,,,,245,"17,649"
绿城物业，次新校区，精装修，楼层佳，税费少,九龙仓君廷,,,,,,,,185,"21,603"
满五.三房简单装修.......,塘栖一小区,,,,,,,,136,"16,914"
乐苑小区 次新房，家电新。 拎包入住的,乐苑小区,,,,,,,,212,"15,944"
此房不满五年，户型南北通，三房户型，采光好，景色佳,野风启城,,,,,,,,183,"21,548"
贝利栖溪公馆 边套精装修 房东置换 诚心出售,贝利栖溪公馆,,,,,,,,270,"19,791"
房子是精装修4房2厅1卫格局，楼层好，采光好。,野风启城,,,,,,,,180,"20,994"
三房两卫 中间楼层 南北通透 诚心出售,塘栖一小区,,,,,,,,187,"14,952"
野风三房自住装修，房东置换诚心出售,野风启城,,,,,,,,190,"22,622"
野风三房自住装修，房东置换诚心出售,野风启城,,,,,,,,185,"22,319"
房子视野好楼层好小区成熟满五税少,金石华城,,,,,,,,245,"21,492"
随时看房业主诚心卖，边套上叠采光充足，户型方正,九龙仓君廷,5室2厅,228.08平米,南 北,简装,上叠(共4层),板楼,叠拼别墅,508,"22,273"
东石塘3房古镇边上水北就在边上,东石塘,,,,,,,,137,"15,202"
野风启城，少有的边套跃层，自住精装修，,野风启城,,,,,,,,220,"27,649"
古镇旁   大面积 精装修   景观房,水乡华庭,,,,,,,,368,"24,560"
塘栖嘉园 满5年，精装修，总价低，面积大，采光好。,塘栖嘉园,,,,,,,,246,"16,813"
通燃气，精装修，夹边套，三房全明。,美致生活广场,,,,,,,,90,"22,433"
户型正气，楼层虚，采光好，房东诚心出售,乐苑小区,,,,,,,,120,"18,032"
野风启城  带花园地下室 跃层洋房   纯毛坯,野风启城,,,,,,,,430,"21,286"
精装修150多万 满二年 上叠排 带露台 环境优美,九龙仓君廷,5室2厅,227.97平米,南,精装,上叠(共4层),板楼,叠拼别墅,580,"25,442"
品质小区  绿城物业   叠排上两层下两层   户型正气,九龙仓君廷,4室2厅,233.48平米,南,精装,上叠(共4层),板楼,叠拼别墅,597,"25,570"
野风启城新装修大洋房，五房二厅三卫，大花园,野风启城,,,,,,,,520,"26,030"
满五唯一房源，户型正，采光好，南北通，看房方便,野风启城,,,,,,,,190,"21,142"
塘栖古镇旅游景区旁，运河一线景观房，环境优美,原舍花苑,,,,,,,,300,"23,821"
户型南北通，无遮挡，采光好 楼盘位置好,野风启城,6室2厅,330.26平米,南,毛坯,4层,板楼,联排别墅,550,"16,654"
顶楼 跃层 带露台  楼层好，视野开阔！,景丽华庭,,,,,,,,215,"15,379"
南北双阳台，装修好，大三房，户型正,塘栖栖里东苑,,,,,,,,220,"17,606"
金石华城 顶跃户型 *大露台 上下两层 诚心卖我有钥匙,金石华城,,,,,,,,230,"25,673"
户型方正 中间楼层  采光好 视野无遮挡,西小河小区,,,,,,,,170,"15,990"
纯毛坯房 顶楼带阁楼 带大露台,塘栖嘉园,,,,,,,,202,"13,307"
此房户型方正，房东诚心出售 ，采光无忧，配套设施齐,西苑小区,,,,,,,,135,"17,035"
满五，中间楼层有停车场，南北通风格局好带两个储藏室,东小河公寓,,,,,,,,185,"15,612"
纯毛坯，洋房，四房户型，房东诚心，有钥匙，随时看房,野风启城,,,,,,,,400,"28,039"
满五年 顶楼带阁楼 实际使用面积大 采光充足视野开阔,原舍花苑,,,,,,,,253,"19,151"
满二年 南北通透 边套户型 小区环境优美 看房方便,贝利栖溪望府,,,,,,,,225,"19,758"
精装修，没住过人，房东诚心卖房。,贝利栖溪公馆,,,,,,,,308,"24,020"
二期次新房，中楼层，毛坯容易装修，房东诚心卖,九龙仓君廷,,,,,,,,175,"20,104"
房子精装 节省装修的时间和精力 采光好 视野开阔,原舍花苑,,,,,,,,230,"18,041"
174方的精装修房子，大厨房3个卫生间,美致生活广场,,,,,,,,105,"19,377"
全明东边套，房子满五，户型正气，南北通透,塘栖嘉园,,,,,,,,198,"13,738"
精装修四房三开间朝南 楼层采光好,水乡人家,,,,,,,,220,"17,778"
水乡华庭 边套户型 采光好  业主诚心出售 看房方便,水乡华庭,,,,,,,,350,"19,722"
九龙仓别墅优选       欢迎前来咨询,九龙仓君廷,3室2厅,233.25平米,南,毛坯,上叠(共4层),板楼,叠拼别墅,518,"22,208"
业主诚心出售，层高5.8米，精装交付，随时看房。,美致生活广场,,,,,,,,115,"21,222"
金石华城 塘栖标杆小区 大三房户型好 毛坯可自主装修,金石华城,,,,,,,,242,"20,863"
3室1厅精装修4.98层高自住出租都合适,美致生活广场,,,,,,,,65,"20,156"
绿城物业，精装修三开间朝南 采光视野好 房东诚心卖,九龙仓君廷,,,,,,,,169,"19,734"
满五唯一  两开间朝南  精装修  配套齐全,野风启城,,,,,,,,159.8,"21,485"
贝利栖溪公馆 中间楼层 纯毛坯满五 诚心卖价格可谈,贝利栖溪公馆,,,,,,,,264,"21,926"
野风启城直接拎包入住的精装修房子,野风启城,,,,,,,,183,"22,394"
满五年 南北通透 东边套 朝南双阳台 视野宽阔 采光佳,水乡华庭,,,,,,,,166,"18,422"
二期次新房，边套大四房，阳光不挡，看房方便,九龙仓君廷,,,,,,,,240,"18,362"
塘栖小区3楼，满五唯一，楼层好，位置好，采光好,塘栖一小区,,,,,,,,95,"16,162"
品质开发商，高层视野西边套，看房方便，绿城物业,九龙仓君廷,,,,,,,,246,"18,781"
东边套，满五唯一，好楼层，精装修,九龙仓君廷,,,,,,,,178,"20,388"
一小区 小户型 三房 满五 位置好,塘栖一小区,,,,,,,,128,"15,473"
二期次新房，高层视野东边套，看房方便，绿城物业,九龙仓君廷,,,,,,,,235,"18,073"
层高5.8米精装loft，无需社保，诚心出售看房方便,美致生活广场,,,,,,,,68,"21,086"
低总价、朝南、采光好、精装修、业主诚心出售,欣北钱江国际广场,,,,,,,,55,"10,174"
满五年 南北通透全明户型  三开间朝南,锦绣名邸,,,,,,,,193,"14,898"
二期联排，上三下二，带地下室，诚心卖,九龙仓君廷,4室2厅,141.58平米,南,毛坯,下叠(共3层),板楼,叠拼别墅,488,"34,469"
美致公寓 民水民电 带阳台烧燃气  精装修4.98米层高,美致生活广场,,,,,,,,63,"19,535"
隋唐四开间朝南 精装洋房 家具家电齐全,随塘,,,,,,,,330,"25,946"
贝利栖溪公馆 东边套中间楼层 两开间朝南精装自住装修,贝利栖溪公馆,,,,,,,,220,"21,333"
房子装修好的 基本直接入住的 户型好 采光好,康庭和苑,,,,,,,,137,"17,268"
塘栖一小区 楼层好 位置佳 户型好得房率高,塘栖一小区,,,,,,,,97,"15,962"
栖溪公馆 满五年 纯毛坯 配套齐全,贝利栖溪公馆,,,,,,,,190,"21,034"
野风启城 洋房跃层 *高得房率 小区环境优美 素质小区,野风启城,,,,,,,,380,"17,838"
总价低 环境优美 户型正气 配套齐全 随时可看 5室2卫,野风启城,,,,,,,,450,"18,055"
原舍花苑大面积排屋 全明户型 诚心出售有钥匙,原舍花苑,,,,,,,,650,"24,384"
野风一期大四房，全新精装修 满五年，钥匙在店，诚心,野风启城,,,,,,,,260,"18,959"
层高5.8米精装l 无需社保，诚心出售看房随时,美致生活广场,,,,,,,,88,"27,831"
户型南北通，无遮挡，采光好 楼盘位置好,野风启城,,,,,,,,310,"18,174"
次新小区，上叠东边套，诚心卖，看房方便，交通便利,九龙仓君廷,4室2厅,227.76平米,南,精装,上叠(共4层),板楼,叠拼别墅,498,"21,866"
有电梯的叠排，上下一共五层，一楼有花园,九龙仓君廷,5室3厅,243.86平米,南 北,毛坯,上叠(共4层),板楼,叠拼别墅,530,"21,734"
晨光跃层户型，房东诚心出售，欢迎来电咨询,宋都晨光国际,,,,,,,,340,"38,332"
高楼层，采光充足，江景视野很好。世茂双阳台户型。,世茂江滨花园峻景湾,,,,,,,,230,"26,113"
保利东湾二期，三开间朝南，双阳台,保利东湾,,,,,,,,340,"26,732"
此房满五  业主很诚心卖   地铁口 新小区,宋都晨光国际,,,,,,,,350,"39,950"
保利东湾 优美户型 三房两卫 通透好 采光不受影响,保利东湾,,,,,,,,270,"29,629"
楼下就是1号线江滨站地铁口，边套，好户型,宋都晨光国际,,,,,,,,390,"28,612"
满五年 精装修 大跃层 中间楼层 拎包入住,宋都晨光国际,,,,,,,,615,"40,373"
世茂江滨花园 户型好 房东诚心出售，价格看房提前联系,世茂江滨花园瑞景湾,,,,,,,,375,"27,981"
此房业主精装修，朝南南格局，明户型,世茂江滨商业中心,,,,,,,,108,"16,058"
玫瑰湾顶跃大户型，一线江景无遮挡，采光好视野佳,保利玫瑰湾,,,,,,,,539,"27,934"
江景标准两房，适用刚需人群，总价低,保利东湾,,,,,,,,175,"27,916"
满两年，中间楼层，采光好，房东诚心出售,世茂江滨花园峻景湾,,,,,,,,410,"30,472"
晨光国际大四房 诚心出售 有车位,宋都晨光国际,,,,,,,,470,"25,203"
房子户型好，楼层好视野佳，江景好 采光充足 交通便利,保利东湾,,,,,,,,355,"30,559"
高楼层，视野开阔，看房方便，5.8米层高，动静分离,保利湾天地二期,,,,,,,,95,"13,036"
保利排屋环境优美绿化好安心物业,保利鹭沙郡府,5室2厅,211.03平米,南 北,简装,3层,板塔结合,联排别墅,900,"42,648"
地铁沿线，交通便利，楼层好，边套,世茂江滨花园瑞景湾,,,,,,,,375,"27,981"
保利玫瑰湾3房2卫户型，全明户型 业主诚心卖,保利玫瑰湾,,,,,,,,264,"29,353"
保利东湾 1幢户型 215方 诚心出售 方便看房,保利东湾,,,,,,,,530,"24,724"
大平层  楼层好  视野开阔   一线江景房  居住舒适,保利东湾,,,,,,,,500,"23,325"
720度江景视野，DI铁房，人车分流,宋都晨光国际,,,,,,,,500,"26,813"
大平层，适合大家庭，诚心出售，无遮挡，居住舒适。,金隅观澜时代天筑,,,,,,,,550,"23,602"
楼层高，开阔江景，正对钱塘江一线江景 交通便捷 。,金隅观澜时代天筑,,,,,,,,650,"22,034"
世茂出品，新装修，楼层好，满五年，视野好,世茂江滨花园峻景湾,,,,,,,,258,"28,847"
世茂瑞景湾  满五唯一  配套齐全小三房,世茂江滨花园瑞景湾,,,,,,,,245,"27,734"
保利湾天地，央企品质，跃层loft,保利湾天地二期,,,,,,,,110,"23,202"
满五唯一，诚心出售，总价低，地铁口，出租托管装修,宋都晨光国际,,,,,,,,225,"34,294"
一线江景，精装修自住，业主诚心出售,金隅观澜时代天筑,,,,,,,,268,"31,943"
一线江景满5得房率*高三房两卫好楼层,保利东湾,,,,,,,,263,"28,081"
楼层好，视野开阔，采光充足，交通十分便利,世茂江滨花园峻景湾,,,,,,,,245,"27,737"
保利东湾经典东边套，户型好，采光不错,保利东湾,,,,,,,,270,"29,733"
大四房双卫，电梯入户带入户花园，一线江景房，满五年,保利东湾,,,,,,,,450,"23,524"
一线江景无遮挡 6米宽的舒适大客厅,金隅观澜时代天筑,,,,,,,,450,"25,585"
满五年无增值税，江滨站地铁口 ，中间楼层，江边漫步,世茂江滨花园瑞景湾,,,,,,,,260,"29,715"
大三房 一线江景 双阳台 满五年,世茂江滨花园峻景湾,,,,,,,,360,"27,507"
楼层好，视野开阔，业主诚心出售,观澜时代云邸苑,,,,,,,,270,"31,476"
云邸大平层 一线江景无遮挡 满五年,观澜时代云邸苑,,,,,,,,580,"26,890"
保利东湾一线江景，得房率高，配套成熟，南北朝向,保利东湾,,,,,,,,252,"27,641"
世茂方正大四房。使用面积多，采光日照充足,世茂江滨花园碧景湾,,,,,,,,400,"25,443"
楼层好，南向双阳台，可看江景，视野开阔,世茂江滨花园碧景湾,,,,,,,,680,"26,474"
江景标准两房，适用于刚需人群，诚心卖,保利东湾,,,,,,,,175,"27,730"
满五税费少，大户型舒服度高，2梯2户，独门独户,保利东湾,,,,,,,,400,"20,841"
四开间朝南，一线江景，楼层好，户型好，诚心出售,保利东湾,,,,,,,,460,"24,122"
满五唯一，一线江景，高楼层，诚心出售，看房方便,世茂江滨花园峻景湾,,,,,,,,310,"24,826"
此房朝南 地铁口 精装修 可自住 诚心出售 楼层好,世茂江滨商业中心,,,,,,,,63,"13,593"
一线江景大四房 视野没有任何遮挡 满五年,金隅观澜时代天筑,,,,,,,,480,"26,607"
世茂江滨花园峻景湾 一线江景大四房,世茂江滨花园峻景湾,,,,,,,,420,"26,368"
杭城之巅 一览下沙 一线江景 诚心出售,金隅观澜时代天筑,,,,,,,,230,"27,414"
宋都晨光国际跃层，托管装修，近地铁，交通便利,宋都晨光国际,,,,,,,,340,"39,435"
晨光国际顶跃，诚心出售，欢迎咨询。,宋都晨光国际,,,,,,,,370,"42,335"
保利东湾 东区新上刚需江景房 视野开阔 带大阳台,保利东湾,,,,,,,,165,"28,346"
云邸大平层纯西边套 采光好 一线江景,观澜时代云邸苑,,,,,,,,560,"21,452"
地铁口品质小区，大面积跃层户型，一线江景；,世茂江滨花园碧景湾,,,,,,,,680,"26,504"
房子跃层户型，高楼层，满五年，诚心卖，大四房,宋都晨光国际,,,,,,,,575,"37,747"
晨光少有的大顶跃带空中花园，实用面积大,宋都晨光国际,,,,,,,,670,"27,148"
南北格局，楼层好，视野开阔，采光充足。配套齐全,保利东湾,,,,,,,,240,"26,804"
地铁口，纯东边套，昊楼层，诚心卖,宋都晨光国际,,,,,,,,300,"33,621"
晨光东边套大四居  满五年且在杭只有一套,宋都晨光国际,,,,,,,,500,"26,813"
高楼层，采光充足，江景视野很好。世茂双阳台户型。,世茂江滨花园峻景湾,,,,,,,,230,"26,113"
视野采光很好，可看江景，大户型，大风景,金隅观澜时代天筑,,,,,,,,465,"23,069"
小区经典户型，楼层高，视野开阔，精装自住，看房随时,世茂江滨花园峻景湾,,,,,,,,365,"27,122"
边套户型采光好，视野好，一线江景房,金隅观澜时代天筑,,,,,,,,275,"32,434"
精装大3房。复式 楼层好，江景房 装修新,金隅观澜时代朗轩,,,,,,,,305,"30,519"
地铁口 世茂广场 精装一居室公寓 诚心卖 随时看房,世茂江滨商业中心,,,,,,,,58,"15,065"
自住精装修 拎包入住 价格可谈,保利湾天地二期,,,,,,,,90,"18,984"
房东急卖，价格好谈，自住装修，看房方便，中间楼层。,保利湾天地二期,,,,,,,,110,"11,319"
LOFT结构精装修 业主诚心出售 看房方便 央企开发商,保利湾天地二期,,,,,,,,78,"16,453"
业主自住，重新精装修，朝南，江景房，急售！,金隅空港公馆,,,,,,,,68,"11,579"
层高4.79的Loft户型 动静分离 双阳台 居住舒适,保利湾天地,,,,,,,,102,"14,334"
保利精致江景住宅 满五唯一 带车位 诚心卖,保利东湾,,,,,,,,196,"32,386"
楼层好，视野开阔，采光充足，交通十分便利,世茂江滨花园峻景湾,,,,,,,,220,"24,978"
得房使用率高，配套成熟，近钱塘江，视野好,保利东湾,,,,,,,,170,"26,938"
世茂江滨精装修2-2-1-1 带电器 拎包入住,世茂江滨商业中心,,,,,,,,135,"13,392"
层高5.79 中高楼层 二手买进,保利湾天地二期,,,,,,,,105,"14,408"
业主诚心出售   看房预约  居家小两房,保利东湾,,,,,,,,180,"29,743"
精装修跃层，层高5.8米， 静动分离,保利湾天地,,,,,,,,105,"14,756"
房东精装自住，层高5.8米，温馨两房诚心出售,保利湾天地,,,,,,,,125,"13,298"
纯边套，业主诚心出售，目前自己住，保养好,世茂江滨商业中心,,,,,,,,80,"15,239"
世茂广场，精装修拎包入住，近地铁。,世茂江滨商业中心,,,,,,,,65,"16,801"
金隅观澜 一线江景 私人小天地 躺床上看江景享受生活,金隅空港公馆,,,,,,,,75,"13,754"
空港精装修小户型低总价自住出租都可以,金隅空港公馆,,,,,,,,75,"14,589"
精装边套，价格低税费少，业主诚心出售,金隅空港公馆,,,,,,,,65,"11,789"
新上精装修好房 下沙江滨站 交通便利 拎包入住,世茂江滨商业中心,,,,,,,,70,"15,003"
楼层好，视野开阔，配套设施齐全，诚心出售,金隅空港公馆,,,,,,,,59,"11,679"
下沙江滨地铁口大四房，视野开阔 可看江景,宋都晨光国际,,,,,,,,510,"30,960"
中间楼层，双阳台，满五唯一，自住精装修，看房方便,保利玫瑰湾,,,,,,,,228,"27,517"
精装修自住  满五唯一  房东诚心卖,保利东湾,,,,,,,,250,"28,641"
地铁口大四房，中间楼层可看江景,宋都晨光国际,,,,,,,,395,"29,139"
世茂江滨经典小换大户型，居住舒适，南北通透。,世茂江滨花园瑞景湾,,,,,,,,398,"29,698"
东湾纯东边套大四房客厅朝南卧室带阳台业主诚心卖,保利东湾,,,,,,,,383,"28,304"
房东诚心出售，开发商精装修，全新配套。,金隅空港公馆,,,,,,,,62,"11,919"
江滨地铁口100米，精装修，拎包入住。,世茂江滨商业中心,,,,,,,,78,"16,717"
此房开发商统一装修，拎包入住，价格实惠，楼层好,世茂江滨商业中心,,,,,,,,68,"14,593"
经典loft，户型正气，开发商装修,保利湾天地二期,,,,,,,,165,"13,324"
"房东诚心出售，客厅带阳台,自如装修，中间楼层",保利东湾,,,,,,,,364,"26,892"
世茂一期，自住50万精装修纯东边套户型,世茂江滨花园碧景湾,,,,,,,,450,"33,383"
中高楼层  露台浇筑 四阳台，急售，满五,世茂江滨花园峻景湾,,,,,,,,330,"24,527"
保利东湾，经典小两房，业主精装自住，诚心出售,保利东湾,,,,,,,,220,"28,952"
此房满五无增值税，房东自住装修，诚心出售,世茂江滨花园峻景湾,,,,,,,,230,"26,179"
楼层好，采光无遮挡，视野开阔，户型方正,世茂江滨花园碧景湾,,,,,,,,265,"29,856"
沿江小区，环境优美，5.8米层高精装修loft，拎包入住,保利湾天地二期,,,,,,,,120,"16,869"
下沙沿江小区环境优美，5.8米层高无可挑剔，央企开发,保利湾天地二期,,,,,,,,115,"11,859"
满五年且业主唯一一套 地铁口 精装修 一线江景房,世茂江滨花园峻景湾,,,,,,,,240,"27,242"
沿江南保利东湾精装2-2-1-1小两房,保利东湾,,,,,,,,193,"29,789"
视野好，采光充足，配套设施全面，交通便利，楼层好。,金隅空港公馆,,,,,,,,75,"13,602"
保利排屋环境好带花园入住高诚心出售,保利鹭沙郡府,5室2厅,214.48平米,南,简装,3层,板塔结合,联排别墅,870,"40,564"
玫瑰湾东边套三房精装修满五年唯一业主诚心出售,保利玫瑰湾,,,,,,,,330,"30,827"
观澜天筑，跃层使用面积大，江景视野好，业主诚心出售,金隅观澜时代天筑,,,,,,,,550,"27,510"
三房 中高楼层 业主诚心出售 价格可以谈,世茂江滨花园瑞景湾,,,,,,,,240,"27,168"
中高楼层，一线江景，全明户型，交通方便,世茂江滨花园瑞景湾,,,,,,,,380,"28,310"
满五唯一，业主诚心出售，户型方正，朝南,宋都晨光国际,,,,,,,,390,"28,437"
楼层佳，视野宽阔，采光充足无遮挡，配套充足交通便利,保利湾天地二期,,,,,,,,85,"17,929"
5.8米标准层高，居住更舒适，精装修，双阳台，诚心售,保利湾天地二期,,,,,,,,93,"9,858"
保利舒适大两居全明户型精装修拎包入住 业主急售,保利东湾,,,,,,,,215,"28,294"
保利热卖边套三房户型全明两卫 利用空间大 一线江景,保利东湾,,,,,,,,270,"28,712"
97方户型，层高5.6米，双卫，双阳台，民用电商用水,保利湾天地二期,,,,,,,,140,"14,436"
世茂精装修比较温馨的装修 风格    双阳台  园景房,世茂江滨花园峻景湾,,,,,,,,255,"29,040"
满五三房，自住精装修，看房方便，楼层好,世茂江滨花园瑞景湾,,,,,,,,235,"26,429"
保利东湾 4室2厅 南,保利东湾,,,,,,,,300,"26,815"
这是三房户型，两房朝南。，客厅朝东，采光好,保利东湾,,,,,,,,285,"27,375"
楼层视野好，采光充足，可直接拎包入住。,世茂江滨商业中心,,,,,,,,60,"15,508"
